"FID";"surface_water_abstraction_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"116";"surface_water_abstraction_km3";"Latvia";"ECA";"LVA";0.272767;0.272634;0.272778;0.274868;0.278244;0.278567;0.285142;0.290099;0.300496;0.304397;0.312113;0.323304;0.323668;0.334562;0.344515;0.373798;0.403962;0.411956;0.415621;0.42963;0.450647;0.470889;0.458039;0.473387;0.462317;0.448466;0.445541;0.447073;0.452779;0.461857;0.483071;0.499375;0.549506;0.533178;0.474074;0.457011;0.469321;0.476322;0.484137;0.502894;0.516626;0.525469;0.533755;0.547263;0.568841;0.603557;0.645856;0.678482;0.722349;0.80506;0.843873;0.775678;0.765014;0.763968;0.763896;0.76361;0.762672;0.762319;0.488815396551724;0.162917851186929;0.948056449069051;0.971392537451167;0.879007864488808;0;0;0;0.00914646950075355;0.898811030621415;0.898811030621415;0.2742582;0.00241408123309884;0.2917402;0.0106843530314193;0.3276324;0.0123323236780422;0.4069934;0.0207521234287;0.4630558;0.00932449919298618;0.4511432;0.00656848393466864;0.5078408;0.0324167091898607;0.477937;0.0171466688164203;0.5383908;0.0204211941913298;0.6910608;0.0771903235949947;0.7824858;0.0346716304808412;0.762867;0.000667224849657162
"117";"surface_water_abstraction_km3";"Macao";"EAP";"MAC";0.00140314;0.00142725;0.00139747;0.00134547;0.00131437;0.0012367;0.00163708;0.0015589;0.00159928;0.00147109;0.00163091;0.00172179;0.00171286;0.0019489;0.00209523;0.002282;0.00211348;0.00261021;0.00252138;0.00234642;0.00248055;0.00283251;0.00259359;0.00256177;0.00281017;0.00321122;0.00293282;0.00290715;0.00289371;0.00303847;0.00253049;0.00283919;0.00270378;0.00229741;0.00326233;0.00283623;0.00308069;0.00319361;0.00343105;0.00411211;0.00409634;0.00319768;0.00389392;0.00413909;0.00391201;0.00345122;0.00325755;0.00374075;0.00397223;0.00323045;0.00408397;0.00404729;0.00466042;0.00309591;0.00352474;0.00501145;0.00430248;0.00347302;0.00281057413793103;0.000955573092624258;0.920695349361371;0.932264911255345;0.778584392014519;0;0;0;5.20991313174808e-05;0.847679926335655;0.847679926335655;0.00137754;4.62130468590851e-05;0.00150061;0.000159904246660306;0.001821938;0.000193149679963494;0.002374698;0.000196601703502284;0.002655718;0.00015690823343598;0.002996674;0.000132731266964495;0.00272664;0.000361547740139528;0.003330738;0.000486433693446497;0.003847808;0.000379317804841797;0.00353044;0.000320213780465488;0.003882466;0.000595739345544677;0.00426231666666667;0.000770000997553466
"118";"surface_water_abstraction_km3";"Morocco";"MENA";"MAR";0.68476;0.729316;0.858594;0.663737;0.677644;1.08534;0.96886;0.89661;0.723935;0.628921;0.909449;1.00497;0.965766;1.01307;0.912268;0.868275;1.09794;0.906095;1.1808;1.31265;1.00434;1.23286;1.0271;1.01458;1.06111;0.973448;0.878299;0.973382;1.25884;1.12793;1.28387;1.28932;1.35663;1.47912;1.42694;1.18275;1.35717;1.35459;1.61009;1.58097;1.50193;1.33097;1.35524;1.39468;1.46528;1.65748;1.64482;1.61753;1.74681;1.67169;1.68938;2.16783;2.18035;2.07825;1.93366;1.98934;1.73738;1.91386;1.26963481034483;0.401531618342551;0.919327869656467;0.932264911255345;0.77253478523896;0;0;0;0.0218595287766463;0.845163731927098;0.845163731927098;0.7228102;0.0797762685214093;0.8607332;0.18430776425235;0.9611046;0.0492433225808332;1.073152;0.186711311407477;1.067998;0.0946115659948614;1.0423798;0.150506356417927;1.367176;0.085463236716146;1.417114;0.177846523384631;1.40962;0.0724316612400958;1.667666;0.0485264827697207;2.009894;0.204458074993383;1.88019333333333;0.129309874848495
"119";"surface_water_abstraction_km3";"Monaco";"Other";"MCO";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"12";"surface_water_abstraction_km3";"Austria";"Other";"AUT";0.580576;0.581303;0.583577;0.601356;0.614178;0.629849;0.647161;0.668824;0.686521;0.701603;0.717631;0.73999;0.769175;0.806347;0.857061;0.937611;0.987295;1.03065;1.05822;1.11411;1.17967;1.245;1.28526;1.23942;1.23421;1.24102;1.22101;1.23182;1.3631;1.45747;1.4908;1.49265;1.59713;1.61524;1.67697;1.6594;1.69854;1.78622;1.78182;1.72631;1.7364;1.73122;1.69274;1.6859;1.72214;1.86092;1.92297;1.93347;1.97118;2.07226;2.12469;2.07174;2.06665;2.0808;2.09108;2.09059;2.06952;2.10333;1.37178789655172;0.519187285610335;0.989154560757822;0.987941800732105;0.927404718693285;0;0;0;0.0304115689808973;0.978426745067999;0.978426745067999;0.592198;0.0149589681629449;0.6667916;0.028962603453419;0.7780408;0.055274864750626;1.0255772;0.0673292684254032;1.236712;0.0377259270263834;1.302884;0.103806787494845;1.574558;0.0812050815528191;1.730458;0.0543890146996615;1.71368;0.0229435916979012;1.95216;0.0779613368920775;2.086992;0.0230359082738233;2.08781333333333;0.0170751700821204
"120";"surface_water_abstraction_km3";"Moldova";"ECA";"MDA";2.62241;2.69319;2.66443;2.59744;2.67196;2.67839;2.55831;2.63737;2.60673;2.7001;2.64829;2.6391;2.58509;2.62818;2.55412;2.72829;2.58877;2.70416;2.57992;2.54232;2.44263;2.55698;2.4274;2.76487;2.58016;2.49142;2.5705;2.54482;2.77103;2.55812;2.57059;2.50858;2.7974;2.34704;2.73341;2.49425;2.76008;2.45103;2.71183;2.22264;2.47199;2.81637;2.69832;2.64043;2.43811;2.73938;2.54473;2.52342;2.59653;3.01699;2.7415;2.921;2.59826;2.85067;2.92472;2.6455;2.74835;3.07585;2.63664603448276;0.152033384675632;0.257917945014652;0.194130856070627;0.0973986690865094;0.0506190033454297;0.143965211411241;0.280148532902009;0.00232204774062565;0.0665216663605803;0.0665216663605803;2.649886;0.0389857003271712;2.63618;0.0565683347819254;2.610956;0.039943583089152;2.628692;0.0822310420096936;2.554408;0.135636819743018;2.587178;0.107107277623885;2.591404;0.180004762520329;2.527966;0.21677336236263;2.613044;0.158004419811599;2.68421;0.204194842123889;2.80723;0.138404696813367;2.82323333333333;0.224735212713391
"121";"surface_water_abstraction_km3";"Madagascar";"AFR";"MDG";3.72731;4.06999;3.34234;3.51502;3.4492;3.63309;3.63968;4.41797;3.72948;4.49055;4.01967;3.47639;3.93521;4.40623;4.49406;5.03903;5.62369;6.5201;6.01802;6.19566;5.13749;6.14187;6.92937;7.5849;10.2275;8.44762;11.1388;9.74672;10.0958;11.3592;9.02354;11.1685;9.35127;8.43854;11.8385;11.3778;11.6391;12.0563;13.4368;12.4055;12.9073;12.3729;11.0493;12.5337;12.3197;13.835;12.0086;13.2633;12.2478;13.9508;12.9249;12.275;13.0139;11.6078;10.6708;11.1981;10.7536;12.8454;8.74251224137931;3.66167982799192;0.918539681883055;0.89559814205297;0.737447065940714;0;0;2.22044604925031e-16;0.199172287366573;0.843715147193822;0.843715147193822;3.620772;0.287789841846442;3.982154;0.433410990204448;4.066312;0.408008509372047;5.8793;0.5703818179518;7.204226;1.92097905757195;10.157628;1.17295238723488;9.96407;1.46214754313646;12.1831;0.803390904230313;12.23658;0.702365910334492;13.0611;0.894508982626782;12.09848;0.97866748030166;11.5990333333333;1.10202879423967
"122";"surface_water_abstraction_km3";"Maldives";"SOA";"MDV";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"123";"surface_water_abstraction_km3";"Mexico";"LCR";"MEX";5.85633;6.50275;6.24801;6.17886;6.12147;5.68397;6.02274;6.51059;6.62758;6.67792;7.22875;7.37031;7.19503;7.51201;8.19449;8.48599;9.473;9.82487;8.82777;9.72832;9.34038;11.0619;9.7368;11.4636;11.3806;9.70297;11.0436;12.4588;11.5149;11.2054;11.1525;11.5675;12.1184;13.6393;13.3359;13.6214;13.4138;12.6587;12.6424;14.1622;12.9015;15.3754;14.6648;15.4214;14.1806;16.1102;17.5111;18.6798;16.7034;17.739;17.5992;17.0873;17.8813;17.284;15.571;15.6269;17.1829;18.8698;11.7220932758621;3.99017750146901;0.974658888898893;0.976252730013227;0.869328493647913;0;0;0;0.230300819772984;0.949959949709623;0.949959949709623;6.181484;0.232900859122503;6.30456;0.433226970363111;7.500118;0.408002233474279;9.26799;0.585099519697291;10.596656;0.98744541655729;11.185134;0.993506844606518;12.36272;1.08782298284234;13.2997;0.652560388010183;14.50874;1.03673753091127;17.3487;0.987525873078777;17.08456;0.898651302230181;17.2265333333333;1.62189025625452
"124";"surface_water_abstraction_km3";"Marshall Islands";"EAP";"MHL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"125";"surface_water_abstraction_km3";"Macedonia, FYR";"ECA";"MKD";0.105054;0.0955226;0.0972007;0.0979562;0.115732;0.127261;0.10225;0.106177;0.0976401;0.103573;0.111496;0.132955;0.115374;0.12317;0.131699;0.136951;0.160698;0.146704;0.12758;0.177911;0.177004;0.167806;0.184716;0.178691;0.193133;0.170789;0.205393;0.206049;0.191646;0.210571;0.202901;0.172377;0.202695;0.178249;0.172556;0.178847;0.179512;0.172035;0.193467;0.21225;0.199428;0.198551;0.188312;0.204289;0.197281;0.269871;0.267693;0.239297;0.277644;0.286097;0.323391;0.28371;0.307573;0.314429;0.306143;0.307656;0.276818;0.322895;0.188528786206897;0.0663028484953766;0.931040935046422;0.929496447137716;0.785843920145191;0;0;0;0.00365554036113073;0.866837222732113;0.866837222732113;0.1022931;0.00834876505298838;0.10738022;0.0115366499770081;0.1229388;0.00955618504948497;0.1499688;0.0198573832289151;0.18027;0.0094039217616907;0.1968896;0.0162181980133429;0.1857556;0.0157358939625304;0.1872222;0.0160127332363966;0.1975722;0.00581707716125547;0.2681204;0.0176627628303162;0.3070492;0.0147252308708556;0.302456333333333;0.0234744516939871
"126";"surface_water_abstraction_km3";"Mali";"AFR";"MLI";1.52693;1.54022;1.54351;1.54678;1.54832;1.5539;1.56245;1.58;1.58657;1.53745;1.54745;1.55024;1.62089;1.58881;1.72331;1.62603;1.62419;1.6043;1.75726;1.63537;1.62796;1.77997;1.65189;1.64902;1.80701;1.82549;1.64868;1.77481;1.76167;1.77816;1.60357;2.11184;2.13219;2.10853;2.13173;2.1758;2.12476;2.40044;2.46042;2.91797;4.39957;5.71965;7.01195;6.98682;7.10121;6.88418;7.02717;7.03595;6.93629;6.86155;6.78227;6.87847;6.74856;7.03482;6.85029;6.99317;7.02241;6.95373;3.31903362068966;2.35327061417643;0.85074623292661;0.950536774431696;0.819721718088324;0;0;0;0.118555723953365;0.723769152838811;0.723769152838811;1.541152;0.0085403261061859;1.564074;0.0198411977965041;1.60614;0.0721388009326464;1.64943;0.0613317352599778;1.70317;0.0835155533418776;1.757762;0.0655895378090135;2.017572;0.231693118413129;2.415878;0.314922940606111;6.24384;1.17826170250925;6.949028;0.0801272838676064;6.858882;0.111189066773672;6.98977;0.0344660064411296
"127";"surface_water_abstraction_km3";"Myanmar";"EAP";"MMR";17.0334;15.4843;16.3734;15.36;18.7329;22.2151;24.8631;23.4793;24.0879;23.2449;24.416;26.1556;25.2334;28.2202;28.3202;26.3573;28.9831;32.7452;33.2949;28.2965;32.6686;35.469;30.4745;34.4793;33.1715;30.7443;36.621;30.7479;35.7898;34.1102;32.5118;35.4951;35.6855;33.7644;32.1624;36.0995;41.3377;47.7075;48.7721;49.2615;53.3195;50.5675;60.3598;62.5084;62.7944;72.0865;72.2712;71.0716;75.6029;76.0328;78.9698;78.3156;75.2716;75.111;78.2637;68.9981;75.4282;69.7698;42.5295293103448;20.2401921287949;0.938126243348463;0.963640837921806;0.853599516031458;0;0;0;1.12441475591374;0.880080848459096;0.880080848459096;16.5968;1.37575259585436;23.57806;0.986112786652724;26.46908;1.75594552648993;29.9354;2.98231807492092;33.25258;1.90280678656557;33.60264;2.76004669942376;33.92384;1.63510342883868;44.63566;5.73775435758625;57.90992;5.61224470305777;73.413;2.24746954929316;77.18634;1.84322595413585;71.3987;3.51091624935714
"128";"surface_water_abstraction_km3";"Mongolia";"EAP";"MNG";0.0422936;0.0422668;0.0423872;0.0423989;0.0423113;0.0425931;0.0429239;0.0432452;0.043552;0.0441422;0.0452124;0.0469066;0.048353;0.0505494;0.0539393;0.0585469;0.0651962;0.0688039;0.0722508;0.0772088;0.0769709;0.082537;0.0876877;0.0889009;0.0921103;0.0950525;0.0914441;0.0890017;0.0996586;0.100833;0.105239;0.109898;0.100011;0.0997191;0.0905126;0.0745072;0.0777559;0.087021;0.087989;0.0818723;0.0830092;0.0869298;0.0867177;0.0895886;0.0891047;0.0911187;0.0944857;0.104718;0.111989;0.119219;0.120846;0.121805;0.129373;0.131172;0.126293;0.126061;0.130838;0.127567;0.0828385982758621;0.0279728688675451;0.914541635987678;0.88557014980467;0.770114942528736;0;0;0;0.00151492492848133;0.836386403955017;0.836386403955017;0.04233156;5.84717282111625e-05;0.04329128;0.000595102198786057;0.04899214;0.00338909509574459;0.06840132;0.00706991263432583;0.08564136;0.00594712579217894;0.09519798;0.00510287287976097;0.10107594;0.0072408403371432;0.08182908;0.00581169591659784;0.08707;0.00260370975821039;0.10430608;0.0117466907611037;0.1258978;0.00453657576813173;0.128155333333333;0.0024422396142339
"129";"surface_water_abstraction_km3";"Northern Mariana Islands (U.S.)";"Other";"MNP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"13";"surface_water_abstraction_km3";"Azerbaijan";"ECA";"AZE";2.47257;2.48429;2.48916;2.61281;2.47027;1.97064;2.49426;2.48069;2.45073;2.49938;2.60323;2.36872;2.93194;3.29827;2.8286;3.09689;3.35467;3.88728;3.77174;3.71281;4.08353;4.29944;4.19437;3.63344;3.77572;4.43707;4.68291;5.09076;5.13858;5.36496;4.30818;5.35914;5.04793;4.96211;4.35381;4.08898;4.37717;4.65706;4.68372;4.35715;4.90837;4.97178;4.67485;4.89531;4.45424;4.86753;4.73812;5.03275;5.79909;6.42099;6.30827;6.29495;6.545;6.45108;6.53631;6.81644;6.55289;6.73573;4.31342551724138;1.35437878385054;0.934586277454045;0.917315205020148;0.770114942528736;0;0;0;0.0749566489279884;0.873451510005407;0.873451510005407;2.50582;0.0603268630048007;2.37914;0.229139724076817;2.806152;0.350367932422475;3.564678;0.328564599690837;3.9973;0.282423694738951;4.942856;0.374748804174209;4.806234;0.458575127792601;4.432816;0.245093453870151;4.78091;0.214316810469921;5.371696;0.716618766137198;6.427122;0.120401893132957;6.70168666666667;0.135032818356625
"130";"surface_water_abstraction_km3";"Montenegro";"ECA";"MNE";0.174493;0.174484;0.175114;0.173745;0.175115;0.176954;0.182455;0.186701;0.186836;0.187038;0.189016;0.194111;0.198935;0.203205;0.208919;0.223176;0.238393;0.243791;0.246727;0.255382;0.261582;0.273594;0.285544;0.290507;0.287944;0.284682;0.284722;0.286629;0.290169;0.290933;0.296957;0.301973;0.262333;0.280425;0.279127;0.267434;0.286919;0.300664;0.309792;0.383921;0.356243;0.36543;0.285116;0.324921;0.353015;0.360712;0.403065;0.314041;0.316383;0.3138;0.325889;0.322511;0.322003;0.321408;0.315794;0.32262;0.321727;0.322576;0.271856810344828;0.0611505364230196;0.893279513035335;0.916576947922114;0.774954627949183;0;0;0;0.00323473170506626;0.797948288408645;0.797948288408645;0.1745902;0.000566760707882957;0.1839968;0.00437609502867568;0.1988372;0.00773826319014803;0.2414938;0.0119446888490241;0.2798342;0.0120867927176733;0.287427;0.00297066718095448;0.284163;0.0157857956403851;0.309746;0.0444291366616548;0.336945;0.0326836149545915;0.3416002;0.0397223184708546;0.321521;0.00364359527115731;0.322307666666667;0.000503353090119988
"131";"surface_water_abstraction_km3";"Mozambique";"AFR";"MOZ";0.0364295;0.0369584;0.0353766;0.0374313;0.0395028;0.0428991;0.0463866;0.0536774;0.0577663;0.058798;0.0602305;0.0631559;0.0972087;0.0716772;0.0816977;0.0786039;0.0859913;0.0937294;0.112554;0.129051;0.110829;0.164832;0.169351;0.129522;0.19908;0.236717;0.177648;0.201813;0.251311;0.248374;0.311179;0.251265;0.231986;0.247248;0.25597;0.213313;0.243486;0.243074;0.267132;0.202401;0.22757;0.215232;0.21436;0.28739;0.32355;0.308127;0.259188;0.274336;0.308898;0.336754;0.309896;0.334585;0.270823;0.42931;0.384435;0.341242;0.336976;0.428598;0.194257355172414;0.111721556789216;0.949619120453083;0.952382417176782;0.840290381125227;0;0;0;0.00628256585560916;0.901776473930084;0.901776473930084;0.03713972;0.00152602813768292;0.05190548;0.00701014729995027;0.074794;0.0150610025884733;0.09998592;0.0205847013642899;0.1547228;0.034804767456485;0.2231726;0.0321677346311487;0.2595296;0.0302412073386629;0.2338812;0.0259635768857066;0.2536204;0.0493056955209031;0.2974606;0.030773757193427;0.3458098;0.0622555355265699;0.368938666666667;0.0517105088868146
"132";"surface_water_abstraction_km3";"Mauritania";"AFR";"MRT";0.256943;0.261886;0.247058;0.244192;0.260805;0.251091;0.261025;0.259378;0.268187;0.26972;0.25684;0.236893;0.342669;0.343318;0.355662;0.342952;0.321358;0.336931;0.346753;0.328412;0.452865;0.478764;0.426281;0.439001;0.411455;0.367257;0.400303;0.359705;0.42191;0.535169;0.483332;0.453828;0.533203;0.538584;0.551959;0.519345;0.501484;0.567409;0.53675;0.508022;0.441406;0.469575;0.547325;0.539255;0.510098;0.482607;0.59608;0.540715;0.537275;0.438462;0.527788;0.567193;0.572922;0.577814;0.53052;0.521894;0.612867;0.480303;0.427117206896552;0.115220496810636;0.899664204759416;0.875173029007352;0.691470054446461;0;0;1.75415237890775e-14;0.0061384794364637;0.809395681325392;0.809395681325392;0.2541768;0.00808378325414531;0.2618802;0.0074939542098948;0.3070764;0.0556557562009537;0.3352812;0.0104188124899146;0.4416732;0.0257787893276624;0.4168688;0.0707527516722848;0.5121812;0.0417093202617832;0.526602;0.0264432766785813;0.5015318;0.0453590830451851;0.5190278;0.0603275626865532;0.5552474;0.0241340176887314;0.538354666666667;0.0677976303740281
"133";"surface_water_abstraction_km3";"Martinique (Fr.)";"Other";"MTQ";1.15115e-08;1.15201e-08;1.15484e-08;1.38157e-08;1.48115e-08;1.33143e-08;1.27864e-08;1.27877e-08;1.67053e-08;2.35882e-08;2.06692e-08;2.26548e-08;2.70343e-08;2.9294e-08;3.17736e-08;2.92955e-08;2.71563e-08;2.49838e-08;1.5252e-08;1.95938e-08;1.96392e-08;1.99704e-08;2.03547e-08;2.57155e-08;2.58618e-08;2.58198e-08;2.59331e-08;2.67861e-08;2.81263e-08;2.92491e-08;3.03523e-08;3.11736e-08;3.21021e-08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.26065586206897e-08;1.21844002732576e-08;-0.641031362094115;-0.624368369368444;-0.330993811409725;5.93913159844799e-08;1.62904211590497e-07;0.000527253060079466;-4.62523768802477e-10;0.410921207188229;0.410921207188229;1.264144e-08;1.56660071428555e-09;1.583638e-08;4.63150759871988e-09;2.628518e-08;4.59499246375878e-09;2.325628e-08;5.74780213707814e-09;2.230832e-08;3.18758522505674e-09;2.718288e-08;1.47789359292203e-09;1.87256e-08;1.71052608856164e-08;0;0;0;0;0;0;0;0;0;0
"134";"surface_water_abstraction_km3";"Mauritius";"AFR";"MUS";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"135";"surface_water_abstraction_km3";"Malawi";"AFR";"MWI";0.0411249;0.0411349;0.0412603;0.0420517;0.0429359;0.0437184;0.0442993;0.0469176;0.0494093;0.0504074;0.0494515;0.0517509;0.0529349;0.0582995;0.0602996;0.0637406;0.0687003;0.0728038;0.0766574;0.0819843;0.0868924;0.0911432;0.0962313;0.0958231;0.0951792;0.0956611;0.0970404;0.0974822;0.101132;0.102802;0.108984;0.118107;0.122815;0.131161;0.106188;0.133394;0.112195;0.115389;0.142882;0.15365;0.141731;0.150419;0.150023;0.164108;0.179887;0.18722;0.185429;0.193921;0.20447;0.218307;0.236249;0.249359;0.246163;0.249983;0.245191;0.243576;0.243116;0.238567;0.1208923;0.0676199972045564;0.963530823538191;0.99304807899351;0.947973381730188;0;0;0;0.00385825902980709;0.92839164790818;0.92839164790818;0.04170154;0.000789706266911944;0.0469504;0.00297793003863422;0.05454728;0.00457041640575561;0.07277728;0.00703755289763423;0.09305384;0.00399675168768339;0.09882354;0.00300570039890871;0.117451;0.0101945106552497;0.131502;0.0177200944269493;0.1572336;0.0149932988298106;0.1978694;0.0136475872336468;0.245389;0.00550099118341414;0.241753;0.00276872660260994
"136";"surface_water_abstraction_km3";"Malaysia";"EAP";"MYS";4.24021;4.4981;4.33939;4.29046;4.4363;4.08887;4.43802;4.52069;4.75738;4.68122;4.26272;4.6097;4.99637;5.28847;5.50337;5.85689;6.21592;6.2894;6.37474;6.2699;6.42955;6.19381;6.45191;6.48763;6.71306;6.67633;7.28144;7.10556;6.41471;6.30388;6.66336;6.77828;6.82741;7.0594;7.09324;7.38116;7.90824;7.91095;8.06703;8.06568;7.51502;7.77894;8.11835;8.02604;8.00181;8.44188;8.3924;8.59088;9.18239;9.49289;9.81089;9.72768;9.88866;9.70922;10.1086;9.87605;9.47488;9.65028;6.92340706896552;1.78982002063817;0.978002407166072;0.978344458457658;0.88626739261948;0;0;0;0.103657303208341;0.95648870842263;0.95648870842263;4.360892;0.105474581629888;4.497236;0.260933146476257;4.932126;0.502367137589632;6.20137;0.200861252858783;6.455192;0.184754541811561;6.756384;0.425886521658058;6.884338;0.185477170077614;7.866612;0.282470279976496;7.888032;0.242938798404043;8.820088;0.490515008506365;9.84901;0.161767145922773;9.66707;0.201111338069239
"137";"surface_water_abstraction_km3";"Mayotte (Fr.)";"Other";"MYT";3.76189e-10;3.76637e-10;3.77955e-10;4.25073e-10;4.55292e-10;4.10311e-10;3.90696e-10;3.89294e-10;5.13147e-10;7.34126e-10;6.42999e-10;7.03145e-10;8.41649e-10;9.13735e-10;9.94698e-10;9.16565e-10;8.45711e-10;7.73961e-10;4.79664e-10;5.93461e-10;5.95467e-10;6.06227e-10;6.17978e-10;7.90355e-10;7.96609e-10;7.98367e-10;8.01079e-10;8.2874e-10;8.72057e-10;9.08559e-10;9.44114e-10;9.70994e-10;1.00083e-09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.91132482758621e-10;3.77992089486254e-10;-0.643563195986999;-0.624368369368444;-0.330993811409725;5.06775146957399e-08;1.62904211590497e-07;0.000527253060079466;-1.44053737734163e-11;0.414173587228993;0.414173587228993;4.022292e-10;3.62622029281179e-11;4.875148e-10;1.47016772820995e-10;8.192452e-10;1.45564347490036e-10;7.218724e-10;1.81044763991671e-10;6.813272e-10;1.02715736025207e-10;8.417604e-10;4.76640095333995e-11;5.831876e-10;5.32752850288762e-10;0;0;0;0;0;0;0;0;0;0
"138";"surface_water_abstraction_km3";"Namibia";"AFR";"NAM";0.0127598;0.0150891;0.0175402;0.0159767;0.0186386;0.0170972;0.0213802;0.0204863;0.0197552;0.017452;0.019397;0.0193002;0.0203195;0.0169569;0.01797;0.0208753;0.0193086;0.0235569;0.0229282;0.0225252;0.0233418;0.0312907;0.0267058;0.0215714;0.0247506;0.0186863;0.0225041;0.022637;0.0264628;0.0321025;0.0269208;0.0296408;0.021612;0.0262573;0.0376469;0.0302014;0.0296197;0.0336939;0.0326335;0.0390116;0.0382653;0.0322876;0.0400592;0.0407124;0.043633;0.0416001;0.0433298;0.0405427;0.0453988;0.0550231;0.0489354;0.0512708;0.0535956;0.049804;0.0543827;0.0530186;0.046519;0.0520747;0.0304664965517241;0.0123072986004806;0.934443334111449;0.950229167307515;0.812462189957653;0;0;0;0.000681030133193879;0.873184344665319;0.873184344665319;0.01600088;0.00227286162513251;0.01923418;0.00188331604145454;0.01878872;0.00132294847858864;0.02183884;0.00172771881479597;0.02553206;0.00372942175383798;0.02447854;0.00507202575239913;0.02841556;0.00591395962135353;0.03303202;0.00374194527178044;0.0389915;0.00421647494952834;0.0451789;0.00580254169179335;0.0515977;0.00235371482979566;0.0505374333333333;0.00351192136064197
