"FID";"evaporation_from_irrigation_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"45";"evaporation_from_irrigation_km3";"Cayman Islands (U.K.)";"Other";"CYM";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"46";"evaporation_from_irrigation_km3";"Cyprus";"ECA";"CYP";0.259647;0.254292;0.266124;0.26695;0.279314;0.26873;0.261607;0.277298;0.288839;0.29503;0.288634;0.29783;0.305334;0.298089;0.282399;0.271576;0.287163;0.30588;0.327586;0.31803;0.339408;0.341735;0.332635;0.359368;0.337205;0.34793;0.352878;0.376823;0.35538;0.368046;0.406386;0.410264;0.418163;0.420919;0.440124;0.448287;0.478811;0.468443;0.466757;0.463723;0.474118;0.481883;0.509845;0.521339;0.538871;0.560145;0.550683;0.541473;0.536815;0.543349;0.519566;0.555161;0.572508;0.636536;0.671086;0.639315;0.628275;0.657708;0.409867465517241;0.122515181660359;0.971189854530476;0.986219200836692;0.914095583787054;0;0;0;0.0070460328832015;0.943209733542924;0.943209733542924;0.2652654;0.00939308467969921;0.2783008;0.013804062543324;0.2944572;0.00897469184429192;0.302047;0.0227618320659827;0.3420702;0.0102360480997307;0.3602114;0.011887810765654;0.4191712;0.0130947570691479;0.4652042;0.0110275975262067;0.5052112;0.0270441868652027;0.546493;0.00911978651065912;0.5909714;0.0616775788743365;0.641766;0.0148687902332368
"47";"evaporation_from_irrigation_km3";"Czech Republic";"ECA";"CZE";0.0508082;0.0512423;0.0483936;0.0486244;0.0467912;0.0521903;0.0523241;0.0492603;0.0588644;0.0581031;0.0565624;0.0576087;0.0554875;0.059423;0.0592241;0.0591128;0.060427;0.0648125;0.0645753;0.0628786;0.0593758;0.0606375;0.0520767;0.0667006;0.0865357;0.0932473;0.085775;0.0847658;0.122659;0.106904;0.142012;0.13135;0.138421;0.0766234;0.0687579;0.0768236;0.088128;0.091374;0.0842576;0.0957363;0.100478;0.10458;0.0972258;0.116765;0.137045;0.144619;0.141417;0.157312;0.163455;0.157517;0.105636;0.0766272;0.0766338;0.0769533;0.078228;0.0794204;0.0799326;0.0827852;0.0845776775862069;0.0323501081195571;0.649603191551788;0.76351164292965;0.609195402298851;3.45015667146953e-08;0;1.42892364607405e-11;0.00124444156079854;0.421984306474269;0.421984306474269;0.04917194;0.00183965169746884;0.05414844;0.00415138699087425;0.05766114;0.00169423175893973;0.06236124;0.00252349189873873;0.06506526;0.0130798684558752;0.09867022;0.0160645911454976;0.11143286;0.0356825821868037;0.0872639;0.00720171605174766;0.11121876;0.0162249456081677;0.152864;0.00938906582147553;0.08281566;0.0127739406311443;0.0807127333333333;0.00181298807865174
"48";"evaporation_from_irrigation_km3";"Germany";"Other";"DEU";1.39057;1.4179;1.349;1.36042;1.31721;1.43059;1.57767;1.58096;1.73543;1.81245;1.75937;1.77921;1.71102;1.83889;1.82275;1.8454;1.87496;1.9772;2.0268;1.87387;1.87142;1.87974;1.92172;1.92831;2.09456;2.13555;1.98067;2.01094;2.09366;1.98242;1.97766;2.16359;2.27142;2.12164;2.25673;2.10358;2.27143;2.23178;1.97853;2.26065;2.15143;2.24388;2.15788;2.11217;2.23049;2.36352;2.17718;2.20803;2.35377;2.38486;2.20406;2.24861;2.17937;2.29581;2.31122;2.32062;2.40242;2.39557;1.99583724137931;0.29491359650376;0.916487264583896;0.935710111046172;0.796733212341198;0;0;0;0.016005595988803;0.839948906144477;0.839948906144477;1.36702;0.0387062443282734;1.62742;0.149397041470037;1.782248;0.0511243300200599;1.919646;0.0781012034478344;1.93915;0.0904025436589037;2.040648;0.070155340994111;2.158208;0.118835291769743;2.169194;0.125888209257261;2.17917;0.0559752137110704;2.297472;0.0970032245340329;2.247814;0.0568409274203016;2.37287;0.0453792628851551
"49";"evaporation_from_irrigation_km3";"Djibouti";"MENA";"DJI";0.00384501;0.00396201;0.00377071;0.00369981;0.00389634;0.00376584;0.00373324;0.00375034;0.00366742;0.00384204;0.0038388;0.00386037;0.00396811;0.00380714;0.00391723;0.00403398;0.00413891;0.00403219;0.00400166;0.00474015;0.00445282;0.00465847;0.00458226;0.00512849;0.0050153;0.00514313;0.00635692;0.00619701;0.00630679;0.00621796;0.00620893;0.00631955;0.0069656;0.00657996;0.0064814;0.00708068;0.00726934;0.00706892;0.00693449;0.00683141;0.00704022;0.00737312;0.00735703;0.00735153;0.00723796;0.00731787;0.00735691;0.00727343;0.00742608;0.00741893;0.00744469;0.00743703;0.0074302;0.00920391;0.00935002;0.00934088;0.00934213;0.00928783;0.00589759482758621;0.0017859966634723;0.961357969122128;0.976744901411917;0.870538415003025;0;0;0;0.0001016755181642;0.924209144794619;0.924209144794619;0.003834776;0.000102960702600555;0.003751776;6.28628783941685e-05;0.00387833;6.42784120058983e-05;0.004189378;0.00031224648447981;0.004767468;0.000290234179534389;0.006044362;0.000507990588958103;0.006511088;0.000291629966858689;0.007036968;0.000165593061056314;0.007271972;0.000140232897602524;0.007358644;6.54006259908878e-05;0.00817317;0.00100895868361891;0.00932361333333333;3.09955776415494e-05
"5";"evaporation_from_irrigation_km3";"Netherlands Antilles (Neth.)";"Other";"ANT";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"50";"evaporation_from_irrigation_km3";"Dominica";"LCR";"DMA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"51";"evaporation_from_irrigation_km3";"Denmark";"Other";"DNK";0.187794;0.203085;0.185148;0.208121;0.204753;0.231052;0.286588;0.299409;0.309143;0.321353;0.38915;0.401694;0.359452;0.460743;0.512069;0.60801;0.64203;0.802772;0.897584;1.09573;1.3223;1.40855;1.58136;1.54999;1.63158;1.65871;1.60847;1.59839;1.65052;1.58008;1.78569;1.91122;1.96398;1.78564;1.93205;1.74289;2.00916;2.04395;1.85469;2.09394;1.87179;1.95959;1.81356;1.80431;2.12627;2.09138;1.98976;1.90844;2.0975;2.09905;2.02236;1.98374;1.87767;2.17043;2.10227;2.11195;2.19763;2.09376;1.37310862068966;0.72870388131981;0.930026850366217;0.956258266941462;0.852389594676346;0;0;0;0.0401325901750281;0.864949942402107;0.864949942402107;0.1977802;0.0105236597103859;0.289509;0.0350831062692573;0.4246216;0.0612021023274528;0.8092252;0.198982231219775;1.498756;0.128806444830994;1.619234;0.0339872774726073;1.875716;0.084325194515044;1.948926;0.145789242161416;1.915104;0.133259784556332;2.037226;0.0854790511178032;2.031294;0.112180604072184;2.13444666666667;0.0554690835811566
"52";"evaporation_from_irrigation_km3";"Dominican Republic";"LCR";"DOM";1.11057;0.931696;1.15164;1.05983;1.02271;1.12551;1.14377;0.971894;1.1996;1.03279;1.02146;1.28563;1.20438;1.24221;1.25908;1.19063;1.23516;1.07428;1.38;1.23493;1.57421;1.77272;1.91359;1.95096;1.98413;2.02446;2.11165;2.20854;2.51599;2.56865;2.59523;2.563;2.50743;2.51338;2.58556;2.60388;2.8591;2.84807;2.81335;2.58;3.00043;2.92354;2.97786;2.67337;2.81257;2.8725;3.04753;2.95492;2.93905;2.85147;2.70019;2.72339;2.97371;3.25858;3.4777;3.12266;3.04892;2.94078;2.12535931034483;0.800456944743531;0.951263332605573;0.953797409948015;0.820931639443436;0;0;0;0.0450909467532064;0.904901927959857;0.904901927959857;1.0552892;0.0847005692613692;1.0947128;0.0912075818076545;1.202552;0.105436924130022;1.223;0.109663856625599;1.839122;0.168573526005717;2.285858;0.243714724360265;2.55292;0.0405889880386294;2.74088;0.137267020620395;2.877554;0.135266905893497;2.933094;0.0773652966775156;3.026714;0.338593786756343;3.03745333333333;0.091480582274783
"53";"evaporation_from_irrigation_km3";"Algeria";"MENA";"DZA";1.51151;1.52177;1.52074;1.49534;1.52418;1.51881;1.55197;1.54112;1.53934;1.55636;1.58494;1.59163;1.58917;1.60478;1.59474;1.58996;1.64531;1.6444;1.64064;1.62826;1.63968;1.75449;1.7819;1.89451;1.95798;2.06152;2.08717;2.39955;2.39597;2.42353;2.37779;2.69086;3.16708;3.53235;3.88918;3.88763;4.05135;3.95614;3.94598;3.88893;4.01995;4.0089;4.05574;4.15114;4.01669;4.12295;4.08048;3.95338;4.15183;4.13635;4.06158;4.2835;4.1568;4.8249;4.8548;4.81434;4.88731;4.74316;2.8362475862069;1.24044023038698;0.949245282757508;0.988310929281122;0.916515426497278;0;0;0;0.0697276311175359;0.901066606837376;0.901066606837376;1.514708;0.011846120461991;1.54152;0.0145781051580787;1.593052;0.0074714770962642;1.629714;0.0232421272692497;1.805712;0.124326141941267;2.273548;0.182380702158973;3.131452;0.612018791271967;3.946006;0.0668309137300995;4.050484;0.0590822403942167;4.088998;0.0803237335412144;4.436316;0.376840608586708;4.81493666666667;0.0720768522712624
"54";"evaporation_from_irrigation_km3";"Ecuador";"LCR";"ECU";3.59825;3.66295;3.47476;3.55221;3.29296;3.37016;3.60206;3.92602;3.79414;3.54294;3.49815;4.0505;4.03285;3.67848;4.26674;4.11743;4.17074;4.64119;4.64538;4.5597;4.30832;3.76306;4.33294;4.38949;4.29332;5.36834;5.28905;4.71058;5.11779;5.94678;5.94147;5.92224;6.12068;6.00664;6.47474;6.49319;6.74292;6.40093;6.23933;6.77928;6.66829;6.59654;6.49197;6.70556;6.71251;6.73567;6.92685;6.72048;6.83873;6.56572;7.15408;6.9591;7.32077;7.89127;7.62926;7.57064;7.7964;8.14113;5.44040810344828;1.46582381369234;0.969564983919649;0.972315358823711;0.862068965517242;0;0;0;0.0841606954997069;0.940056258043105;0.940056258043105;3.516226;0.142405980316839;3.647064;0.217365356209309;3.905344;0.310326175708721;4.426888;0.261093460412167;4.217426;0.256622088254304;5.286508;0.448001360678737;6.093154;0.226974590824612;6.53113;0.229113590932533;6.634974;0.0922381251435652;6.75749;0.135926756563967;7.390896;0.372370378695728;7.83605666666667;0.287305061621499
"55";"evaporation_from_irrigation_km3";"Egypt, Arab Rep.";"MENA";"EGY";20.7875;20.6916;21.2092;20.5433;20.9764;20.6482;20.2258;22.1242;23.1154;22.7783;23.1175;23.2578;23.2154;14.0823;23.5329;23.9837;23.5123;22.8829;21.8797;21.9992;21.0154;20.4251;20.4559;20.3724;19.8765;20.0226;20.5735;20.658;20.7064;20.3695;21.2939;20.9215;21.1602;21.0338;22.9565;25.6191;25.9139;26.056;26.0674;25.9744;26.4306;26.1355;25.8344;26.7769;27.123;27.3869;27.2299;27.3321;27.5124;27.8823;28.7262;29.0292;29.7543;34.0016;34.0282;35.5643;33.5065;31.4681;24.1682413793103;4.23813298533866;0.792409377721823;0.746593251099696;0.594676346037508;1.26121335597418e-13;0;4.28275193087302e-11;0.19887253375988;0.627912621901482;0.627912621901482;20.8416;0.25870373982608;21.77838;1.28402350523657;21.44118;4.11662546839034;22.85156;0.920642432217851;20.42906;0.40406174404415;20.466;0.279342182636278;21.47318;0.840794509377885;25.92616;0.182736430412767;26.46008;0.509297199089099;27.46872;0.252661279186186;31.1079;2.6798961416443;33.5129666666667;2.04810765667563
"56";"evaporation_from_irrigation_km3";"Eritrea";"AFR";"ERI";0.0715319;0.0734581;0.0721683;0.0732673;0.0764259;0.0760609;0.0757042;0.0777996;0.0751679;0.0768846;0.0792482;0.0843051;0.0882762;0.0913857;0.0925576;0.0987934;0.106991;0.12895;0.127381;0.138161;0.142875;0.149651;0.148131;0.1583;0.152817;0.154587;0.16226;0.164868;0.177675;0.172595;0.171186;0.168131;0.174669;0.180557;0.177803;0.180524;0.178307;0.178438;0.175102;0.175307;0.185935;0.186995;0.183606;0.181332;0.183135;0.183333;0.182537;0.185974;0.177729;0.181174;0.185902;0.17685;0.178819;0.209853;0.201661;0.191225;0.201801;0.207394;0.146785446551724;0.0454802177455334;0.934996792631797;0.962041280876065;0.862068965517242;0;0;0;0.00251815974345564;0.874219002231748;0.874219002231748;0.0733703;0.00188278568615762;0.07632344;0.00103460221969605;0.08715456;0.00545397593439868;0.12005528;0.0164570825723152;0.1503548;0.00571350725911852;0.166397;0.00900745799324094;0.1744692;0.00497914733664309;0.1775356;0.00230374614486926;0.1842006;0.0022657632930207;0.1821494;0.00302779000262568;0.190617;0.0145167829597332;0.20014;0.0082114755677649
"57";"evaporation_from_irrigation_km3";"Spain";"Other";"ESP";11.1479;12.6581;12.8027;12.2963;13.9823;14.0831;14.421;14.0106;14.9042;15.1474;14.9069;16.5192;15.6553;18.3287;17.8701;16.8209;17.5931;17.0565;17.7307;18.7666;18.7795;19.7603;18.5491;16.9079;17.9154;16.5505;20.7074;19.4716;19.4524;20.5096;21.8489;21.2244;22.6066;21.2896;19.7701;19.4298;19.6806;18.1891;24.297;24.5764;24.0211;22.5525;22.0571;24.3787;23.7582;25.183;25.6578;20.3228;23.0602;24.4889;22.6597;22.966;26.9843;27.2783;22.2297;27.9808;24.3569;23.9837;19.692025862069;4.14290891806162;0.925747031563091;0.925682118797871;0.773744706594071;0;0;0;0.227116315481865;0.857007566447878;0.857007566447878;12.57746;1.01900736405582;14.51326;0.500295970401521;16.65604;1.44494200852491;17.59356;0.75502770677638;18.38244;1.05786636112507;19.3383;1.66200143200901;21.34792;1.04204494480804;21.23458;2.97880891834303;23.35352;0.997842779199209;23.74254;2.14827888506125;24.4236;2.48775173399598;25.4404666666667;2.20789257966354
"58";"evaporation_from_irrigation_km3";"Estonia";"ECA";"EST";0.00348914;0.00384155;0.00381061;0.0038228;0.00355936;0.00368108;0.00355559;0.00402642;0.00383371;0.00398127;0.00393684;0.00429774;0.00462875;0.00504493;0.00620231;0.00659601;0.00667459;0.00786722;0.00699836;0.00745825;0.00858216;0.00892709;0.00860797;0.00989421;0.0103703;0.0104469;0.0101897;0.0104714;0.0110984;0.0106585;0.0108663;0.0113344;0.0107666;0.0114971;0.016867;0.0142038;0.0145273;0.0117771;0.0110836;0.0116886;0.01109;0.0108514;0.0111539;0.0120975;0.0109811;0.0108918;0.0105813;0.0110454;0.0102512;0.0111182;0.0107612;0.0109684;0.0112983;0.012292;0.0122369;0.0118467;0.012864;0.0118337;0.00905737862068966;0.00341226942561766;0.852397531756312;0.872220000615214;0.726557773744707;0;0;8.88178419700125e-16;0.000172240833615305;0.726581552144254;0.726581552144254;0.003704692;0.000166944818338276;0.003815614;0.000198696013372186;0.004822114;0.000873306325369283;0.007118886;0.000538631707133919;0.009276346;0.000810723706036773;0.01057298;0.000337823203761968;0.01226628;0.002590156695453;0.01265608;0.00158731047908089;0.01123478;0.000495762641795446;0.01077758;0.000359304010553737;0.01151136;0.000713923534420879;0.0121814666666667;0.000591126943501422
"59";"evaporation_from_irrigation_km3";"Ethiopia";"AFR";"ETH";1.20038;1.17684;1.15843;1.18248;1.21243;1.23808;1.18121;1.19418;1.22982;1.2086;1.2307;1.21534;1.22474;1.2025;1.25456;1.15095;1.24109;1.23293;1.29224;1.30136;1.25474;1.30591;1.2376;1.21653;1.28077;1.25757;1.22606;1.20326;1.25961;1.28297;1.24395;1.30109;1.33431;1.31222;1.3205;2.43701;2.2904;2.30534;2.33908;2.33294;2.32563;2.27551;2.33027;2.32896;2.3122;2.22721;2.37137;2.43462;2.40151;2.39155;2.35747;2.40494;2.38171;2.7675;2.65184;2.75504;2.87422;2.80363;1.71492931034483;0.604734678594053;0.886675553715525;0.927220154418777;0.773744706594071;0;0;0;0.0317526684918019;0.786193537556726;0.786193537556726;1.186112;0.0209861113596587;1.210378;0.023778671535643;1.225568;0.0193926769683816;1.243714;0.060012860538388;1.25911;0.0351931420876284;1.245894;0.0312655278221878;1.302414;0.0348583136425158;2.340954;0.057268130578883;2.314514;0.0229519635325607;2.365252;0.080484735322917;2.512692;0.185168794536229;2.81096333333333;0.0599274681038114
"6";"evaporation_from_irrigation_km3";"United Arab Emirates";"MENA";"ARE";0.694398;0.682629;0.690358;0.682151;0.681503;0.695724;0.754784;0.788293;0.801561;0.838836;0.86376;0.941667;0.931962;0.954204;1.02853;1.07255;1.06742;1.07923;1.11842;1.11142;1.06356;1.13179;1.13259;1.18783;1.19823;1.23186;1.36319;1.37372;1.43348;1.52459;1.53325;1.53043;1.54959;1.53269;1.57225;1.61782;1.64341;1.65143;1.72634;1.70241;1.81222;1.87334;2.06568;3.64311;3.62594;3.79482;3.774;3.80347;3.91046;3.91231;3.83421;3.83682;3.8971;4.64813;4.58614;4.52261;4.70135;4.72428;1.95079051724138;1.32715581699091;0.899604147995256;0.996062628810483;0.961282516636419;0;0;0;0.0707007441016326;0.809287623090265;0.809287623090265;0.6862078;0.00582460545444925;0.7758396;0.0539607997929979;0.9440246;0.0588180529752558;1.089808;0.0234343779520601;1.1428;0.0538623885471114;1.385368;0.107109494770538;1.543642;0.0177221138694005;1.668282;0.0446779349343722;2.604058;0.945341071423431;3.839012;0.0669330641013842;4.16048;0.418200278275852;4.64941333333333;0.110411775791051
"60";"evaporation_from_irrigation_km3";"Finland";"Other";"FIN";0.00268038;0.00297678;0.00303717;0.00309559;0.00475558;0.00502853;0.0103718;0.0176028;0.0206796;0.0271959;0.0283483;0.0368787;0.0525658;0.0637352;0.0895063;0.108211;0.118787;0.15211;0.152628;0.162032;0.166201;0.17865;0.188725;0.197976;0.209023;0.219912;0.217065;0.21865;0.229857;0.229712;0.255423;0.263575;0.262457;0.27206;0.268193;0.284585;0.298508;0.313055;0.310687;0.335333;0.29752;0.326818;0.333951;0.356612;0.401467;0.395868;0.354246;0.307859;0.296285;0.300582;0.281939;0.289228;0.291823;0.335116;0.307762;0.317607;0.332335;0.314412;0.203850059137931;0.12399409183895;0.936159808325889;0.936325325294534;0.841500302480339;0;0;0;0.00687387458888302;0.876395186724765;0.876395186724765;0.0033091;0.000824251517469031;0.016175726;0.00868491784468224;0.05420686;0.0240232338562692;0.1387536;0.0236869786655031;0.188115;0.0166175021137354;0.2230392;0.00623987537535807;0.2643416;0.00628664853479181;0.3084336;0.0188234303940594;0.3432736;0.0387797443042112;0.330968;0.0430526440825648;0.3011736;0.0211872275746498;0.321451333333333;0.0095599506449214
"61";"evaporation_from_irrigation_km3";"Fiji";"EAP";"FJI";0.00479752;0.00497818;0.00487001;0.00485757;0.004921;0.00488633;0.00496976;0.00471548;0.0045836;0.00478599;0.00476758;0.00473401;0.00489373;0.00487961;0.00469993;0.0049153;0.00482314;0.00485762;0.00488644;0.004558;0.00472929;0.00519283;0.00536245;0.00528283;0.00520989;0.00517004;0.0051133;0.00532255;0.00504213;0.00486901;0.00545837;0.00510171;0.00527326;0.00539961;0.0156663;0.0161049;0.0159462;0.016859;0.0161988;0.0165243;0.0167393;0.0158252;0.0159037;0.0162164;0.0160813;0.0164972;0.0167993;0.0167668;0.0171363;0.015943;0.0159554;0.0163266;0.016463;0.0182271;0.0177686;0.0185928;0.0185915;0.0179209;0.00982693051724138;0.00586372413157175;0.875720681279858;0.888461656771971;0.697519661222021;0;0;1.04360964314765e-14;0.000304081330400808;0.766886711621253;0.766886711621253;0.004884856;6.82060556695662e-05;0.004788232;0.000149789659089004;0.004794972;8.72014943679293e-05;0.0048081;0.000143924839412799;0.005155458;0.000247511609667102;0.005103406;0.000166777026985134;0.00737985;0.00463428345966774;0.01632664;0.000364939355235907;0.01615318;0.000361424718302442;0.01662852;0.00044533984438853;0.01694814;0.000989456769141532;0.0183684;0.000387546913289217
"62";"evaporation_from_irrigation_km3";"France";"Other";"FRA";2.67253;2.78974;2.64818;2.64875;2.66948;2.86311;3.00417;3.17508;3.37574;3.47375;3.73961;3.87762;4.00981;4.66194;4.68087;5.35538;5.64731;5.85775;5.94551;6.34778;6.27254;6.82934;7.09766;7.41639;8.04393;8.35737;8.41502;8.56236;8.67925;8.81902;9.1072;10.3602;10.4635;11.1672;12.5986;13.6522;14.1123;14.3611;13.8682;14.3736;13.3926;13.9719;15.108;14.6468;14.8662;14.7134;14.7982;14.0916;15.1369;14.8118;14.7787;15.0693;14.4037;14.847;15.1521;15.7433;16.4712;15.6114;9.47612396551724;4.81537770352621;0.977138943183281;0.985973115137347;0.932244404113733;0;0;0;0.278636046940844;0.954800514285337;0.954800514285337;2.685736;0.0592323925736586;3.17837;0.252957305192003;4.19397;0.446235018964223;5.830746;0.367711078470584;7.131972;0.660293078087299;8.566604;0.189194044383009;10.73934;1.27706966842064;14.07348;0.313815625805982;14.3971;0.703135655474817;14.71038;0.381711765603315;14.85016;0.29310115659956;15.9419666666667;0.463050044091709
"63";"evaporation_from_irrigation_km3";"Faroe Islands (Den.)";"Other";"FRO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"64";"evaporation_from_irrigation_km3";"Micronesia, Federated States of";"EAP";"FSM";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"65";"evaporation_from_irrigation_km3";"Gabon";"AFR";"GAB";0.0297927;0.0301891;0.0304842;0.0302447;0.0300631;0.0306426;0.0304829;0.0301132;0.030586;0.0303548;0.030197;0.0304366;0.0300213;0.0303013;0.0297214;0.0297288;0.029774;0.0295652;0.0291795;0.0290121;0.0293358;0.0303708;0.0303628;0.03106;0.0293177;0.0324327;0.0317102;0.0311915;0.0312107;0.0324484;0.0308389;0.0335395;0.0413943;0.0413945;0.0420297;0.0420485;0.0428125;0.0611837;0.0599291;0.0589633;0.06069;0.0584232;0.0592764;0.0598551;0.0590746;0.0601835;0.0593664;0.0599481;0.0591974;0.0586602;0.0325355;0.0328959;0.0333723;0.0376713;0.0373659;0.0394449;0.0375428;0.0391863;0.0387785327586207;0.0118808076152534;0.623755491008549;0.758405364668246;0.516031457955233;1.68873177663897e-07;0;1.05331867672476e-08;0.000438844809129775;0.389070912563314;0.389070912563314;0.03015476;0.000253617897633429;0.0304359;0.000211054732237872;0.03013552;0.000276791233603957;0.02945192;0.000339442450203271;0.03008942;0.000751570310749434;0.0317987;0.000621758429777997;0.03783938;0.00525192356113453;0.05298742;0.00967297829791838;0.05946386;0.00085529612883492;0.05947112;0.000607962858240534;0.03476818;0.00253056457574194;0.0387246666666667;0.00103166133170403
"66";"evaporation_from_irrigation_km3";"United Kingdom";"Other";"GBR";0.432043;0.448364;0.423113;0.428992;0.400007;0.401028;0.403523;0.410122;0.405039;0.39011;0.376122;0.358148;0.336609;0.345405;0.315864;0.347903;0.314535;0.348122;0.367971;0.464737;0.499597;0.51376;0.56169;0.567384;0.629887;0.623523;0.627228;0.604985;0.611525;0.619713;0.644651;0.678726;0.716681;0.686071;0.715713;0.777312;0.885931;1.01299;1.02044;1.22207;1.12033;1.16661;1.03739;1.00794;1.02615;1.02172;1.0312;1.01915;0.843075;0.694711;0.891892;0.94096;0.923151;0.965855;0.983195;0.966858;1.01067;1.03887;0.683230362068965;0.274160881633823;0.884634228557591;0.856655080131656;0.639443436176649;0;0;1.33781874467331e-12;0.0143621628779721;0.782577718335679;0.782577718335679;0.4265038;0.0175236993440312;0.4019644;0.00741337442059956;0.3464296;0.022642379563553;0.3686536;0.0570382384089831;0.5544636;0.0514173455878461;0.6173948;0.00905646725826358;0.6883684;0.0298278202991771;0.9837486;0.166720395194469;1.071684;0.0683558701210071;0.9219712;0.149328732917346;0.9410106;0.0358063281879056;1.005466;0.0362869569955928
"67";"evaporation_from_irrigation_km3";"Georgia";"ECA";"GEO";1.13263;1.113;1.11133;1.05505;1.1119;1.12598;1.18647;1.2034;1.19563;1.16717;1.26239;1.17746;1.33569;1.33208;1.49213;1.47491;1.65236;1.68253;1.79646;1.99335;1.94397;1.98191;2.00456;2.02567;2.18382;2.21156;2.16193;2.20934;2.22027;2.30554;2.37639;2.37968;2.21256;2.13595;2.30022;2.37244;2.23369;2.42254;2.31461;2.36377;2.38942;2.43683;2.12571;2.41868;2.43365;2.305;2.47175;2.25263;2.20832;2.39572;2.3201;2.36938;2.49728;2.48779;2.48671;2.5021;2.51308;2.51728;1.96713396551724;0.506725954490368;0.915379160251679;0.932941646928543;0.817301875378101;0;0;0;0.027467857823987;0.837919007023071;0.837919007023071;1.104782;0.0291970061821413;1.17573;0.0309245961978487;1.31995;0.115820324857082;1.719922;0.191451431360541;2.027986;0.0922226421764199;2.221728;0.0521038114728664;2.28096;0.105983407899539;2.34141;0.0713560540528973;2.360858;0.132781939170958;2.326684;0.106974694344036;2.432252;0.0818684058107888;2.51082;0.00783829062997793
