"FID";"evaporation_from_irrigation_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"176";"evaporation_from_irrigation_km3";"Suriname";"LCR";"SUR";0.16121;0.159389;0.159083;0.156043;0.166082;0.167276;0.175843;0.17987;0.220663;0.218068;0.223965;0.281943;0.286183;0.287865;0.300385;0.30701;0.314802;0.320456;0.324373;0.348984;0.366001;0.388328;0.394724;0.401991;0.402837;0.415896;0.395944;0.412468;0.427686;0.439523;0.421689;0.423941;0.427628;0.445491;0.461269;0.454093;0.446806;0.453634;0.432808;0.45551;0.473492;0.456453;0.4366;0.467243;0.458004;0.483496;0.480565;0.502067;0.492689;0.482932;0.494302;0.523809;0.489837;0.561209;0.536641;0.547648;0.54664;0.57973;0.383467534482759;0.120959582570032;0.959941080581208;0.988741579254976;0.929824561403509;0;0;0;0.00687599381709675;0.921486878187419;0.921486878187419;0.1603614;0.00369708781340125;0.192344;0.0250996924184341;0.2760682;0.029925061222995;0.323125;0.0158613878648749;0.3907762;0.0150550986280396;0.4183034;0.0164171773091479;0.4360036;0.0169478314483004;0.4485702;0.00943217319603494;0.4583584;0.0140102291665768;0.4883498;0.00895133055472762;0.5211596;0.029803873301972;0.558006;0.0188202855451239
"177";"evaporation_from_irrigation_km3";"Slovak Republic";"ECA";"SVK";0.481093;0.521854;0.508893;0.487658;0.500752;0.578046;0.558149;0.516376;0.61037;0.584535;0.609148;0.582419;0.538066;0.61514;0.668604;0.640932;0.643874;0.668994;0.683767;0.667975;0.623614;0.650343;0.539628;0.701425;0.831206;0.9237;0.901385;0.832664;1.13476;0.98463;1.40143;1.28577;1.30257;0.777171;0.71311;1.5436;1.39777;1.26511;1.01557;0.973981;0.981296;1.04137;1.05194;1.04709;1.12667;1.13772;1.09979;1.09239;1.02886;1.07049;1.05962;0.816944;0.840438;0.861616;0.868244;0.902306;0.886394;0.931165;0.85017974137931;0.267993297195609;0.68159576012151;0.756682764772832;0.565638233514822;3.87027054848943e-09;0;3.56515483801445e-10;0.0108168655756867;0.464572780215621;0.464572780215621;0.50005;0.0163327537635269;0.5694952;0.0350729479185882;0.6026754;0.0477716898675355;0.6611084;0.0182130221078217;0.6692432;0.107827360116531;0.9554278;0.114029639301368;1.0960102;0.324124970312687;1.2392062;0.244349456551882;1.0496732;0.0516834188226747;1.08585;0.040035552325402;0.8893724;0.0972644860203353;0.906621666666667;0.0226953595330264
"178";"evaporation_from_irrigation_km3";"Slovenia";"ECA";"SVN";0.010256;0.0106119;0.00987533;0.0108005;0.0105906;0.0109191;0.0111413;0.0104847;0.011363;0.0105158;0.0103676;0.011422;0.011828;0.012055;0.0130453;0.0129757;0.0139254;0.0151154;0.0148663;0.0155631;0.0155824;0.017232;0.0162551;0.0180333;0.019552;0.0195753;0.0190207;0.0195436;0.0203704;0.0206687;0.0211238;0.0205583;0.0224859;0.0213222;0.0116507;0.0116549;0.0143348;0.0151505;0.0148262;0.0163897;0.0179598;0.0199027;0.0272043;0.0375624;0.0364873;0.0490445;0.0471234;0.0531428;0.0555577;0.0767397;0.0906285;0.0905365;0.086917;0.0955124;0.096424;0.0905572;0.0948881;0.0994796;0.0303227660344828;0.0284612232375678;0.795151468102356;0.904211141530038;0.799153055051422;9.03721542044877e-14;0;0;0.00134015196437908;0.632265857225327;0.632265857225327;0.010426866;0.000365388806314589;0.01088478;0.000384670309485928;0.01174358;0.000974078894135377;0.01448918;0.00103635717153885;0.01733096;0.00155330535085668;0.01983574;0.000670288865340907;0.01942818;0.00440393167828476;0.01447122;0.00174773184356182;0.0278233;0.00908739047279251;0.05632162;0.0118864438322402;0.09200368;0.00392964360814056;0.0949749666666667;0.00446183424202797
"179";"evaporation_from_irrigation_km3";"Sweden";"Other";"SWE";0.0837785;0.0926901;0.0841802;0.0883128;0.0869552;0.0945522;0.0974242;0.0992364;0.106618;0.11087;0.127514;0.146697;0.145558;0.17742;0.200682;0.226754;0.217907;0.25054;0.261983;0.295478;0.32792;0.36122;0.402679;0.41731;0.46197;0.491296;0.502891;0.510787;0.562511;0.557681;0.611435;0.645887;0.65329;0.626782;0.666561;0.603401;0.668407;0.700296;0.658704;0.708875;0.677066;0.713349;0.722782;0.776327;0.929151;0.995357;0.921003;0.863573;0.906701;0.878596;0.869918;0.864134;0.821878;0.931052;0.910193;0.930925;0.983943;0.937265;0.513245975862069;0.309068824353127;0.982378517590044;0.986465286536036;0.927404718693285;0;0;0;0.0179797925866681;0.965067551822409;0.965067551822409;0.08718336;0.00361468943105767;0.10174016;0.00677699039603864;0.1595742;0.0291481404415445;0.2505324;0.0307451308714079;0.3942198;0.0516707249823341;0.5250332;0.0327944135364546;0.640791;0.0218192227977992;0.6679366;0.0417534106666749;0.763735;0.0990560753891451;0.913046;0.0512665920068811;0.879435;0.0425672156477259;0.950711;0.0289538126677645
"18";"evaporation_from_irrigation_km3";"Bangladesh";"SOA";"BGD";7.17141;6.83521;7.0729;6.8474;7.56711;8.05642;8.00373;8.70702;9.39943;10.0475;15.9741;19.1945;14.4592;13.896;14.9796;16.1643;17.1951;19.2145;18.9608;16.3437;19.2873;21.446;20.6893;20.3849;21.3409;24.8041;25.8247;27.7808;28.0368;29.7597;30.3256;35.4985;34.2606;37.517;42.0833;39.8938;42.2132;46.8042;47.5593;46.7494;47.9605;49.845;51.4004;55.3833;56.4165;57.5152;59.9873;62.9919;63.1872;61.6827;61.0247;64.6526;64.7881;68.8531;71.6978;71.5926;70.4159;66.8503;34.389559137931;21.4151367286131;0.98312202198244;0.994463071764742;0.951603145795523;0;0;0;1.24674862068964;0.966528910106837;0.966528910106837;7.098806;0.299139986511332;8.84282;0.8806258034205;15.70068;2.09759597801865;17.57568;1.43691490423059;20.62968;0.871445363749215;27.24122;1.95018706974485;35.937;4.32330350715746;44.64398;3.39379345158187;52.20114;3.60801226619312;61.07286;2.36434124927008;66.20326;4.13631266262598;69.6196;2.46939721187175
"180";"evaporation_from_irrigation_km3";"Swaziland";"AFR";"SWZ";0.323665;0.306662;0.309023;0.323274;0.287576;0.326573;0.27567;0.302047;0.32554;0.386369;0.395492;0.42305;0.383912;0.401366;0.40394;0.395694;0.387469;0.397205;0.414264;0.398476;0.421346;0.364425;0.390842;0.389665;0.384133;0.405283;0.430823;0.436428;0.442269;0.444721;0.454596;0.457461;0.434835;0.439193;0.505531;0.488995;0.477503;0.471269;0.486704;0.478501;0.512907;0.509967;0.500987;0.505932;0.522992;0.531182;0.528819;0.511816;0.526546;0.53753;0.511305;0.533958;0.547421;0.609074;0.638112;0.62021;0.630084;0.621642;0.446073689655172;0.0900658562938092;0.953992450877963;0.961795195176721;0.839080459770115;0;0;0;0.00508810120274381;0.91010159633214;0.91010159633214;0.31004;0.0148143161333893;0.3232398;0.0409686394660599;0.401552;0.0142810568936616;0.3986216;0.0097424837849493;0.3900822;0.020444201102024;0.4319048;0.0158273615046855;0.4583232;0.0281108158935311;0.4805944;0.00722494732160727;0.510557;0.00826854506548765;0.5271786;0.00951681757732066;0.567974;0.0533840769096928;0.623978666666667;0.00533563279596085
"181";"evaporation_from_irrigation_km3";"Seychelles";"AFR";"SYC";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"182";"evaporation_from_irrigation_km3";"Syrian Arab Republic";"MENA";"SYR";3.48906;3.76911;3.76454;3.61919;4.68002;5.35042;4.02403;4.26472;4.00847;4.41326;4.11666;4.82383;3.93691;3.99886;5.18145;4.45961;4.7614;4.26812;4.76764;4.54359;4.71971;4.67262;4.95112;5.35972;5.00025;5.21161;5.36505;5.4927;5.63585;5.9248;6.2401;6.05415;6.31292;6.94197;7.47792;8.07129;8.24603;8.49054;9.01235;9.16485;9.75759;9.27954;9.44415;10.6627;10.8562;10.9496;11.0308;11.2167;11.3042;11.3329;10.3402;10.1486;10.4098;11.1185;11.29;11.2531;10.5955;11.0515;7.01082793103448;2.80166096525261;0.945669867703426;0.95484327417023;0.847549909255898;0;0;0;0.156893788796947;0.894291498682212;0.894291498682212;3.864384;0.47045091309296;4.41218;0.55128987434017;4.411542;0.557959919232556;4.560072;0.211670544880482;4.940684;0.273832067388025;5.526002;0.272471708201053;6.605412;0.591065926415996;8.597012;0.475881792276191;10.000036;0.717468495078355;11.16684;0.169285123386552;10.66142;0.508309504140931;10.9667;0.33690164736908
"183";"evaporation_from_irrigation_km3";"Chad";"AFR";"TCD";0.0510758;0.0511185;0.0515179;0.0504034;0.051119;0.052008;0.051133;0.052091;0.0608597;0.0602066;0.0605371;0.0615415;0.0625563;0.0713114;0.0724101;0.0725655;0.0807208;0.0815367;0.082677;0.0816468;0.0997139;0.109604;0.102574;0.125244;0.128494;0.140765;0.133909;0.125766;0.135415;0.138028;0.131969;0.155785;0.154656;0.153112;0.168112;0.170799;0.167932;0.182169;0.185729;0.186746;0.227958;0.239774;0.261326;0.281774;0.298942;0.295892;0.308758;0.300747;0.315849;0.315287;0.312861;0.314812;0.305753;0.361261;0.358092;0.361037;0.359783;0.352987;0.167731913793103;0.105607820218945;0.963778220194634;0.994155464640561;0.945553539019964;0;0;0;0.00602731385770088;0.928868457721531;0.928868457721531;0.05104692;0.000402210587876549;0.05525966;0.00483414121308015;0.06567128;0.0057083411804131;0.07982936;0.00411963223395001;0.11312598;0.0131020510074568;0.1347766;0.0056741460414762;0.1527268;0.0130462007764713;0.178675;0.00872570080280088;0.2619548;0.0291934039673348;0.3073066;0.00883299763953325;0.3305558;0.0268197860300935;0.357935666666667;0.00433129372512802
"184";"evaporation_from_irrigation_km3";"Togo";"AFR";"TGO";0.0130281;0.0136793;0.01364;0.0133264;0.0136124;0.0136559;0.0133741;0.0134919;0.0136861;0.0135402;0.0133859;0.0132582;0.0130396;0.013887;0.0133957;0.013737;0.0137737;0.0138733;0.0135731;0.013545;0.0140926;0.0151449;0.0152168;0.0237806;0.0235652;0.0225535;0.022967;0.0240919;0.0428251;0.0425221;0.0621266;0.0632622;0.0744506;0.0698394;0.0731483;0.0738962;0.0713815;0.0740093;0.0731276;0.0751781;0.075137;0.0730351;0.0765802;0.0735698;0.0758059;0.0752928;0.0746753;0.0767016;0.0752411;0.0746132;0.0770693;0.0773032;0.0786793;0.0819021;0.0814521;0.0840724;0.0761373;0.0788611;0.0450657103448276;0.0297544703892685;0.92177381350705;0.956442831215971;0.830611010284332;0;0;0;0.00162415401888706;0.849666963267326;0.849666963267326;0.01345724;0.000277518797561534;0.01354964;0.000126639085593667;0.01339328;0.000311109268585814;0.01370042;0.000138709505802595;0.01836002;0.00487094160322211;0.03099192;0.0106792526523161;0.06856542;0.00563124549118577;0.07351854;0.00140155145214152;0.0748256;0.00149327685812109;0.0753048;0.00084110533525831;0.0792812;0.00227756409569523;0.0796902666666667;0.0040320083114167
"185";"evaporation_from_irrigation_km3";"Thailand";"EAP";"THA";16.4065;16.6014;16.209;16.239;17.385;17.2351;17.8647;18.0253;17.7543;17.7857;18.3279;18.2547;19.4643;20.7289;22.3524;22.9711;23.8128;23.7985;24.8579;26.2504;26.1386;31.5067;31.8626;33.9239;36.2253;36.7389;39.7663;39.6772;41.5072;43.7129;44.2699;44.8106;45.9902;47.0535;46.7734;49.6159;49.2552;49.9193;50.343;53.2281;54.7844;52.6114;53.7821;62.6189;62.3226;67.7156;68.9798;67.2945;70.2587;70.4865;69.7877;71.0543;69.7339;73.7425;73.7716;72.6801;76.2172;74.9442;42.1970620689655;20.4152225227469;0.987243663454654;0.996985450183026;0.963702359346643;0;0;0;1.19351833030852;0.974650051031362;0.974650051031362;16.56818;0.482651180460589;17.73302;0.297455697541668;19.82564;1.73508205223845;24.33814;1.26123754423978;31.93142;3.74664078969415;40.2805;2.57184105943583;45.77952;1.21171026528622;50.4723;1.59151771118012;57.22388;4.85219204143859;68.94702;1.44384860598333;71.618;2.02293609637082;74.6138333333333;1.79154282765815
"186";"evaporation_from_irrigation_km3";"Tajikistan";"ECA";"TJK";2.011;1.94391;1.98929;1.94064;1.93676;1.99193;2.06998;2.0875;2.18161;2.12275;2.21943;2.27746;2.41725;2.37987;2.49169;2.7607;2.75201;3.04998;3.28021;3.34074;3.51262;3.55076;3.50767;3.77405;3.6639;4.05418;3.94275;4.0805;4.13033;4.34106;4.2962;4.27675;4.33026;4.3232;4.29382;4.34335;4.2925;4.29468;4.21111;4.19868;4.38303;4.46906;4.33937;4.36162;4.6109;4.56554;4.47313;4.50164;4.40468;4.32002;4.21207;4.54387;4.45451;4.43687;4.78683;4.85581;4.79918;4.8727;3.62161913793103;0.995823422890041;0.93572362243176;0.95841151681073;0.853599516031458;0;0;0;0.0551798545018298;0.875578697576815;0.875578697576815;1.96432;0.0336874880333931;2.090754;0.0697977208080608;2.35714;0.109025815750216;3.036728;0.278000985735662;3.6018;0.115048993259394;4.109764;0.146424416440701;4.304046;0.0221655809759185;4.268064;0.0613013232320477;4.432796;0.111026131743838;4.453002;0.0941472528542389;4.48683;0.207537468424379;4.84256333333333;0.0385084826153062
"187";"evaporation_from_irrigation_km3";"Turkmenistan";"ECA";"TKM";3.42997;3.4139;3.33313;3.0822;3.52089;3.3368;3.76075;3.79798;4.26975;3.85615;3.77462;5.1638;4.27918;3.58373;4.45606;4.80266;5.04911;4.94803;5.83311;5.43259;6.84756;6.87833;6.70287;8.57977;7.23573;7.23774;6.13742;6.33598;6.89114;7.6291;8.09675;7.42638;7.2194;7.54533;7.41833;7.7822;7.51663;7.40232;6.85747;6.39533;7.83991;6.95452;6.56484;6.57332;8.60732;8.64287;8.0229;8.69911;8.1737;8.52276;6.69419;8.30083;8.09114;6.87606;8.33948;8.24612;7.41805;8.26403;6.3464024137931;1.77197647662925;0.868638597822727;0.83149281737365;0.666061705989111;0;0;1.51878509768721e-13;0.0911481159063637;0.754533013627434;0.754533013627434;3.356018;0.166959694447492;3.804286;0.331596486305268;4.251478;0.622140171279753;5.2131;0.417793034527863;7.248852;0.769404489797142;6.846276;0.618657638181248;7.541238;0.331846636821891;7.19079;0.557795049413312;7.307982;0.892769610157066;8.412268;0.298406697093078;7.66034;0.807091717309749;7.97606666666667;0.483339572385019
"188";"evaporation_from_irrigation_km3";"Tonga";"EAP";"TON";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"189";"evaporation_from_irrigation_km3";"Trinidad and Tobago";"LCR";"TTO";0.0308452;0.0284304;0.0295166;0.0291639;0.0293617;0.0316469;0.030871;0.0326824;0.0325684;0.0343252;0.0346811;0.0350518;0.0352173;0.0333616;0.0362201;0.0336157;0.0345195;0.0436298;0.0465528;0.0440936;0.0450454;0.0526319;0.0572728;0.0734237;0.0730204;0.0709562;0.0694758;0.0677888;0.0695993;0.0709345;0.0696693;0.0727771;0.0750996;0.0728073;0.0765228;0.0769482;0.0767408;0.0759613;0.0755287;0.081283;0.0902072;0.0937642;0.0951684;0.0881398;0.105525;0.0976896;0.119656;0.118258;0.120568;0.112177;0.117178;0.1182;0.11275;0.133756;0.131571;0.130101;0.119795;0.120354;0.0709431051724138;0.0333343520331763;0.972772811703087;0.98332769386939;0.895946763460375;0;0;0;0.00192023358762187;0.946286943188726;0.946286943188726;0.02946356;0.000877401489057318;0.03241878;0.00129593021880038;0.03490638;0.00103450166602089;0.04048228;0.00596876020602269;0.06027884;0.0125966697755002;0.06975092;0.00130404716440779;0.07337522;0.00261222462414701;0.0772924;0.00230380606063097;0.09456092;0.00673425023384192;0.11366972;0.00951402355431181;0.122691;0.0093631505915477;0.123416666666667;0.00579554607723321
"19";"evaporation_from_irrigation_km3";"Bulgaria";"ECA";"BGR";1.63707;1.72127;1.73446;1.78767;1.729;2.18551;2.25054;2.09352;2.28595;2.31526;2.24496;2.23473;2.49526;2.62123;2.46201;2.52501;2.67863;2.88455;2.71911;2.99663;2.96415;3.01491;2.91644;2.97645;2.83877;2.9894;2.92231;2.96123;3.03925;3.18062;3.12036;3.1658;3.13193;3.10129;3.26345;2.7852;2.27938;2.20342;2.01359;1.88472;2.03397;1.94894;1.79719;1.79231;1.7093;0.622705;0.597142;0.589988;0.581349;0.602216;0.580334;0.587851;0.57465;0.583822;0.627118;0.625404;0.629231;0.603329;2.0593429137931;0.910474280116519;-0.561589746718534;-0.417330585376357;-0.19903206291591;4.50842295157554e-06;0.00122735061907369;0.0273191339278022;-0.0302787172475308;0.31538304361938;0.31538304361938;1.721894;0.0541534443041253;2.226156;0.0885350644095322;2.411638;0.167732510176173;2.760786;0.183723120156392;2.942144;0.067644171811029;3.018562;0.100115703913022;3.156566;0.0641924826595763;2.233262;0.345467177919987;1.856342;0.131668619913782;0.59868;0.0155562189332755;0.590755;0.020896983873277;0.619321333333333;0.0139813277743329
"190";"evaporation_from_irrigation_km3";"Tunisia";"MENA";"TUN";0.648735;0.674059;0.656458;0.667391;0.665494;0.672649;0.678874;0.66259;0.665365;0.659208;0.662418;0.660276;1.23612;1.29307;1.255;1.28573;1.27404;1.28559;1.28439;1.26964;1.27782;1.26765;1.46032;1.53561;1.64794;1.81184;1.80958;1.84306;1.84021;1.86051;1.80772;1.79541;1.83819;2.28665;2.30929;2.31692;2.20693;2.2121;2.38003;2.38083;2.42305;2.44958;2.42148;2.47907;2.45708;2.64656;2.53987;2.54711;2.69637;2.74284;2.6577;2.82751;2.75959;3.19247;3.26405;3.22147;3.23815;3.20283;1.82435322413793;0.823620338705249;0.986010997742713;0.979944015503399;0.882637628554144;0;0;0;0.0480905165646432;0.972217687669578;0.972217687669578;0.6624274;0.00990518845353283;0.6677372;0.00795333808535761;1.0213768;0.32930109486183;1.279878;0.00751880775123286;1.437868;0.164907069193531;1.83304;0.0218301500223888;2.007452;0.265782809677375;2.299362;0.0860392001938652;2.446052;0.0242751265702159;2.63455;0.0898648048459463;2.940264;0.270944742115436;3.22081666666667;0.0176690614729061
"191";"evaporation_from_irrigation_km3";"Turkey";"ECA";"TUR";7.91678;7.59295;7.98972;7.65897;8.01622;8.49593;7.89714;8.50834;9.419;9.42016;9.74138;10.5818;10.9864;11.1843;11.7104;11.4652;12.2067;13.5998;14.0673;14.3544;15.5765;15.7897;16.5958;17.683;18.0351;18.402;19.6544;20.3326;21.2974;22.3872;23.7467;22.9041;24.4347;24.3722;24.4811;25.6737;25.9018;26.3219;25.8825;25.1888;28.4345;28.2843;29.7439;31.1108;32.6311;32.3946;31.6323;31.6464;31.571;32.2331;31.809;32.4516;33.49;35.4809;35.393;35.5947;35.2139;35.2961;21.0669877586207;9.53085884240554;0.992393171953595;0.993970900366053;0.952813067150635;0;0;0;0.560101099695463;0.984844207740114;0.984844207740114;7.834928;0.195602704914835;8.748114;0.66086665461347;10.840856;0.736749803311817;13.13868;1.24720326210285;16.73602;1.10046010695527;20.41472;1.52526008667374;23.98776;0.675159749985143;25.79374;0.411967927149675;30.04092;1.84446439163243;31.89548;0.387201455317512;33.7249;1.67430861253235;35.3682333333333;0.200386060726123
"192";"evaporation_from_irrigation_km3";"Tuvalu";"Other";"TUV";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"193";"evaporation_from_irrigation_km3";"Taiwan";"EAP";"TWN";2.47184;2.51649;2.47389;2.45692;2.52998;2.46554;2.64134;2.71588;2.88137;2.86885;2.86894;3.0485;3.11713;3.1474;3.14136;3.22017;3.31909;3.39034;3.5471;3.60528;3.6751;3.87234;4.02639;4.02092;4.09081;4.13057;4.06278;4.02951;4.10601;4.0475;4.07404;4.02301;3.95835;4.05635;4.13052;4.0909;4.23207;4.06299;4.10507;4.17112;4.32408;4.1851;4.25881;4.34537;4.34483;4.35316;4.45265;4.32956;4.35181;4.44263;4.40393;4.44372;4.33365;4.43211;4.34696;4.51174;4.54681;4.54934;3.76465551724138;0.674759891418623;0.9339673077385;0.974222522993633;0.883847549909256;0;0;0;0.0373191337783381;0.872294931924305;0.872294931924305;2.489824;0.0315577633871604;2.714596;0.172485394251224;3.064666;0.116242593656542;3.416396;0.159226816931068;3.937112;0.166930462678326;4.075274;0.0419052148306149;4.048454;0.0636748508439556;4.13243;0.068411018483867;4.291638;0.0692766610771621;4.385962;0.0571884330087826;4.392074;0.0496472358747192;4.53596333333333;0.021016127933883
"194";"evaporation_from_irrigation_km3";"Tanzania";"AFR";"TZA";0.110922;0.12129;0.113025;0.119042;0.137693;0.151326;0.160499;0.179746;0.188667;0.205978;0.233138;0.241266;0.248853;0.266615;0.311151;0.33795;0.35296;0.360135;0.462711;0.575614;0.6748;0.885259;0.987597;0.963268;1.021;1.00436;1.03245;1.01702;1.15692;1.2115;1.18357;1.1203;1.15714;1.18564;1.21043;1.20538;1.17342;1.16972;1.1725;1.20948;1.24;1.28122;1.29157;1.35156;1.51113;1.57988;1.48924;1.4617;1.43761;1.4949;1.43783;1.46316;1.53647;1.72612;1.70379;1.7259;1.72034;1.61567;0.9256625;0.54453657434905;0.970266778248008;0.986588329385709;0.922565033272837;0;0;0;0.0312873540557996;0.941417620971767;0.941417620971767;0.1203944;0.0105582558360744;0.1772432;0.0218776451817832;0.2602046;0.0310514054802677;0.417874;0.101029363877538;0.9063848;0.138785430574322;1.08445;0.0936199983977782;1.171416;0.0342373470058647;1.1861;0.0195728740863471;1.335096;0.106183117443405;1.492666;0.0538819689692201;1.573474;0.134369667819787;1.68730333333333;0.062098544534742
"195";"evaporation_from_irrigation_km3";"Uganda";"AFR";"UGA";0.012702;0.0123804;0.0118254;0.0122101;0.0125657;0.0125335;0.0199038;0.0203599;0.0267144;0.0260274;0.0264489;0.0273834;0.0263134;0.026789;0.026382;0.0267118;0.0262311;0.02647;0.0268215;0.0262036;0.0412923;0.0417698;0.0423984;0.0419989;0.0561989;0.0545128;0.0557394;0.0629774;0.0620305;0.0644138;0.0658335;0.0620677;0.0646537;0.0650035;0.0642455;0.0661909;0.0636182;0.0648832;0.0666994;0.0646188;0.0687013;0.0663156;0.0720777;0.0684105;0.0683761;0.0668672;0.0656203;0.0685672;0.0642689;0.06655;0.0653134;0.0683864;0.0714053;0.0805606;0.0812677;0.0859715;0.0834924;0.0838358;0.0500019275862069;0.0227876263486776;0.951379447894481;0.957242609738842;0.836660617059891;0;0;0;0.00128381804423389;0.905122853876007;0.905122853876007;0.01233672;0.000341046194818239;0.0211078;0.00572634304377584;0.02666334;0.0004421175047428;0.0264876;0.000277719669811125;0.04473166;0.00642283980284422;0.05993478;0.00449194499654659;0.06436078;0.00140883823485878;0.0652021;0.00124200523750909;0.06877624;0.00207688956808011;0.06637472;0.00158775435663077;0.07338668;0.007205590210871;0.0844332333333333;0.001343197358296
"196";"evaporation_from_irrigation_km3";"Ukraine";"ECA";"UKR";5.52862;5.42838;5.47478;5.58911;5.7325;5.73535;5.53576;5.60282;6.11194;5.99059;6.13751;6.20556;6.79009;6.88078;7.54203;7.66459;8.11425;9.38802;8.57332;9.48306;9.55159;10.2193;9.6559;11.0806;10.8823;11.8056;11.2518;11.1841;12.5914;11.4629;12.227;12.5764;12.657;12.0585;13.8313;13.5767;13.8907;14.1271;13.3475;12.6469;13.2878;13.4716;13.1739;13.0998;12.874;12.0315;11.5814;12.0216;11.6537;13.0286;12.5093;12.1295;12.526;12.9785;13.5638;13.1957;13.1657;13.3122;10.4092801724138;2.98124823217984;0.898013144489695;0.861699836968224;0.720508166969147;0;0;1.33226762955019e-15;0.158537298286627;0.80642760767627;0.80642760767627;5.550678;0.118046728967812;5.795292;0.248194801456437;6.711194;0.57228741094838;8.644648;0.790958282319618;10.277938;0.694166914164022;11.65916;0.574599480507945;12.67004;0.694213384342307;13.51778;0.570359318324861;13.18142;0.221780616826629;12.06336;0.577614484756053;12.74142;0.54937404106856;13.2245333333333;0.0773891680620319
"197";"evaporation_from_irrigation_km3";"Uruguay";"LCR";"URY";0.134161;0.135483;0.137499;0.135653;0.138934;0.169372;0.181482;0.191404;0.212491;0.232255;0.237626;0.224502;0.293793;0.300946;0.292954;0.301173;0.30568;0.337507;0.328846;0.33919;0.37122;0.446204;0.5158;0.520649;0.556975;0.564454;0.579652;0.633354;0.643315;0.664196;0.728655;0.755858;0.771414;0.882771;0.892619;0.951043;1.055;1.06464;1.10114;1.17331;1.08887;1.21255;1.21816;1.21868;1.23855;1.36187;1.50708;1.48885;1.50657;1.45837;1.49126;1.42661;1.44927;1.70498;1.71171;1.60679;1.68118;1.63924;0.784720862068966;0.525889452874973;0.981985768055094;0.995262850287613;0.961282516636419;0;0;0;0.0305809008582236;0.964296048662749;0.964296048662749;0.136346;0.00187259151979283;0.1974008;0.0250874113192254;0.2699642;0.0359471325448915;0.3224792;0.0179010406876248;0.4821696;0.073842491191048;0.6169942;0.0428466743423571;0.8062634;0.0759752447992107;1.0690266;0.0806883132975278;1.195362;0.0603420555665781;1.464548;0.0607172670662967;1.556766;0.140322880636053;1.64240333333333;0.0372957508750438
